Lead City,Sales Date,Sales Week,Leads Created,Leads accepted,Qualify_Confirm_Lead,Select_Partner,Install_Request,Installed
City 2,4/3/22,28-02-2022,106,110,59,45,40,41
City 2,5/3/22,28-02-2022,21,18,8,7,5,5
City 2,5/3/22,28-02-2022,267,252,120,87,82,72
City 2,5/3/22,28-02-2022,111,109,61,53,49,44
City 2,6/3/22,28-02-2022,20,22,11,10,10,8
City 2,6/3/22,28-02-2022,270,248,134,100,92,104
City 2,6/3/22,28-02-2022,137,119,72,55,47,46
City 2,7/3/22,7/3/22,24,19,5,5,5,6
City 2,7/3/22,7/3/22,234,209,106,69,64,46
City 2,7/3/22,7/3/22,117,110,66,53,45,40
City 2,8/3/22,7/3/22,80,73,10,10,10,6
City 2,8/3/22,7/3/22,293,275,120,87,77,79
City 2,8/3/22,7/3/22,110,111,72,58,56,42
City 2,9/3/22,7/3/22,65,60,4,3,2,5
City 2,9/3/22,7/3/22,314,306,112,74,69,64
City 2,9/3/22,7/3/22,105,111,70,59,51,46
City 2,10/3/22,7/3/22,54,52,11,11,11,6
City 2,10/3/22,7/3/22,428,422,104,78,73,67
City 2,10/3/22,7/3/22,114,111,74,50,45,36
City 2,11/3/22,7/3/22,44,41,11,10,9,6
City 2,11/3/22,7/3/22,355,346,130,96,86,65
City 2,11/3/22,7/3/22,139,135,76,55,44,36
City 2,12/3/22,7/3/22,87,81,12,10,11,12
City 2,12/3/22,7/3/22,338,332,148,101,94,89
City 2,12/3/22,7/3/22,110,107,79,64,60,53
City 2,13-03-2022,7/3/22,25,24,11,10,9,12
City 2,13-03-2022,7/3/22,306,285,115,86,85,92
City 2,13-03-2022,7/3/22,153,148,73,61,56,62
City 2,14-03-2022,14-03-2022,23,22,6,6,5,0
City 2,14-03-2022,14-03-2022,241,240,122,83,73,62
City 2,14-03-2022,14-03-2022,87,92,61,38,32,27
City 2,15-03-2022,14-03-2022,25,23,5,5,6,4
City 2,15-03-2022,14-03-2022,286,278,119,86,82,64
City 2,15-03-2022,14-03-2022,169,155,63,52,47,38
City 2,16-03-2022,14-03-2022,23,22,6,5,5,4
City 2,16-03-2022,14-03-2022,307,302,113,77,71,67
City 2,16-03-2022,14-03-2022,84,69,50,39,36,32
City 2,17-03-2022,14-03-2022,16,16,4,3,3,4
City 2,17-03-2022,14-03-2022,163,153,88,65,62,50
City 2,17-03-2022,14-03-2022,47,49,26,11,12,8
City 2,18-03-2022,14-03-2022,26,29,21,3,2,1
City 2,18-03-2022,14-03-2022,16,14,11,3,2,0
City 2,19-03-2022,14-03-2022,4,5,3,2,2,1
City 2,19-03-2022,14-03-2022,174,176,113,75,74,38
City 2,19-03-2022,14-03-2022,67,80,60,42,37,25
City 2,20-03-2022,14-03-2022,20,20,9,7,5,3
City 2,20-03-2022,14-03-2022,209,205,109,67,60,81
City 2,20-03-2022,14-03-2022,84,77,60,43,36,51
City 2,21-03-2022,21-03-2022,20,18,6,6,6,6
City 2,21-03-2022,21-03-2022,243,228,130,63,60,51
City 2,21-03-2022,21-03-2022,80,68,56,40,32,20
City 2,22-03-2022,21-03-2022,18,17,5,5,5,9
City 2,22-03-2022,21-03-2022,241,225,110,79,72,63
City 2,22-03-2022,21-03-2022,106,101,73,55,46,39
City 2,23-03-2022,21-03-2022,24,24,11,11,12,3
City 2,23-03-2022,21-03-2022,306,291,123,81,78,64
City 2,23-03-2022,21-03-2022,136,131,70,46,42,43
City 2,24-03-2022,21-03-2022,23,22,8,8,7,14
City 2,24-03-2022,21-03-2022,282,267,119,87,71,66
City 2,24-03-2022,21-03-2022,137,134,63,37,36,30
City 2,25-03-2022,21-03-2022,82,76,4,3,3,4
City 2,25-03-2022,21-03-2022,308,296,121,95,93,80
City 2,25-03-2022,21-03-2022,131,131,62,46,40,35
City 2,26-03-2022,21-03-2022,57,54,14,13,12,7
City 2,26-03-2022,21-03-2022,290,275,117,88,84,73
City 2,26-03-2022,21-03-2022,130,124,61,45,40,31
City 2,27-03-2022,21-03-2022,62,60,4,3,3,7
City 2,27-03-2022,21-03-2022,277,270,118,80,79,93
City 2,27-03-2022,21-03-2022,160,142,72,52,46,47
City 2,28-03-2022,28-03-2022,33,31,4,5,4,4
City 2,28-03-2022,28-03-2022,265,250,129,87,75,59
City 2,28-03-2022,28-03-2022,121,116,76,59,46,35
City 2,29-03-2022,28-03-2022,52,50,5,5,6,5
City 2,29-03-2022,28-03-2022,294,276,152,79,69,66
City 2,29-03-2022,28-03-2022,119,114,60,37,35,42
City 2,30-03-2022,28-03-2022,43,39,13,12,12,5
City 2,30-03-2022,28-03-2022,315,300,119,90,87,74
City 2,30-03-2022,28-03-2022,141,118,61,51,39,28
City 2,31-03-2022,28-03-2022,56,50,9,8,8,9
City 2,31-03-2022,28-03-2022,384,363,139,98,85,74
City 2,31-03-2022,28-03-2022,128,140,96,65,56,46
City 2,1/4/22,28-03-2022,74,70,6,5,5,4
City 2,1/4/22,28-03-2022,274,263,131,95,89,84
City 2,1/4/22,28-03-2022,145,138,79,60,54,39
City 2,2/4/22,28-03-2022,44,42,10,10,8,8
City 2,2/4/22,28-03-2022,278,260,134,101,91,81
City 2,2/4/22,28-03-2022,150,142,89,67,61,53
City 2,3/4/22,28-03-2022,73,65,13,13,11,8
City 2,3/4/22,28-03-2022,293,290,143,102,91,89
City 2,3/4/22,28-03-2022,159,147,110,85,72,79
City 2,4/4/22,4/4/22,43,42,7,7,6,5
City 2,4/4/22,4/4/22,276,259,125,88,71,65
City 2,4/4/22,4/4/22,138,131,82,50,39,27
City 2,5/4/22,4/4/22,60,58,8,8,7,6
City 2,5/4/22,4/4/22,312,286,114,90,79,70
City 2,5/4/22,4/4/22,112,104,58,43,44,45
City 2,6/4/22,4/4/22,35,36,17,15,11,3
City 2,6/4/22,4/4/22,351,334,97,69,68,61
City 2,6/4/22,4/4/22,158,144,76,58,53,35
City 2,7/4/22,4/4/22,52,48,10,10,12,18
City 2,7/4/22,4/4/22,341,321,98,67,57,64
City 2,7/4/22,4/4/22,133,124,65,43,39,51
City 2,8/4/22,4/4/22,58,56,10,9,8,10
City 2,8/4/22,4/4/22,359,336,107,78,72,43
City 2,8/4/22,4/4/22,110,102,60,45,39,34
City 2,9/4/22,4/4/22,39,35,20,21,17,13
City 2,9/4/22,4/4/22,279,267,107,82,76,71
City 2,9/4/22,4/4/22,176,164,97,72,67,51
City 3,10/4/22,4/4/22,52,46,9,9,8,12
City 3,10/4/22,4/4/22,255,249,106,84,70,70
City 3,10/4/22,4/4/22,110,103,82,67,57,54
City 3,11/4/22,11/4/22,35,30,10,10,10,7
City 3,11/4/22,11/4/22,299,287,105,61,58,56
City 3,11/4/22,11/4/22,64,67,53,31,26,26
City 3,12/4/22,11/4/22,36,34,11,10,11,9
City 3,12/4/22,11/4/22,364,356,97,74,71,58
City 3,12/4/22,11/4/22,117,120,75,57,43,37
City 3,13-04-2022,11/4/22,44,42,10,9,5,8
City 3,13-04-2022,11/4/22,402,383,104,76,72,62
City 3,13-04-2022,11/4/22,101,95,59,52,47,43
City 3,14-04-2022,11/4/22,32,28,6,7,6,4
City 3,14-04-2022,11/4/22,383,357,118,78,57,53
City 3,14-04-2022,11/4/22,97,97,54,40,32,33
City 3,15-04-2022,11/4/22,31,23,10,10,10,9
City 3,15-04-2022,11/4/22,402,378,118,89,66,59
City 3,15-04-2022,11/4/22,124,116,61,50,45,36
City 3,16-04-2022,11/4/22,30,30,8,7,7,7
City 3,16-04-2022,11/4/22,324,297,110,74,71,68
City 3,16-04-2022,11/4/22,150,123,50,33,26,36
City 3,17-04-2022,11/4/22,78,71,11,12,10,9
City 3,17-04-2022,11/4/22,254,242,120,92,84,79
City 3,17-04-2022,11/4/22,125,116,78,66,66,56
City 3,18-04-2022,18-04-2022,29,28,4,3,3,5
City 3,18-04-2022,18-04-2022,363,365,97,57,49,51
City 3,18-04-2022,18-04-2022,171,179,65,47,32,28
City 3,19-04-2022,18-04-2022,19,17,8,9,9,4
City 3,19-04-2022,18-04-2022,395,376,101,73,71,48
City 3,19-04-2022,18-04-2022,127,128,62,48,42,34
City 3,20-04-2022,18-04-2022,34,32,5,5,5,5
City 3,20-04-2022,18-04-2022,354,338,107,82,65,57
City 3,20-04-2022,18-04-2022,114,105,39,38,31,35
City 3,21-04-2022,18-04-2022,51,50,10,10,9,5
City 3,21-04-2022,18-04-2022,391,388,87,65,63,57
City 3,21-04-2022,18-04-2022,77,77,48,35,31,21
City 3,22-04-2022,18-04-2022,57,53,5,5,6,6
City 3,22-04-2022,18-04-2022,411,389,93,67,49,45
City 3,22-04-2022,18-04-2022,165,155,49,36,30,40
City 3,23-04-2022,18-04-2022,30,28,6,6,5,1
City 3,23-04-2022,18-04-2022,408,390,99,73,71,65
City 3,23-04-2022,18-04-2022,94,96,43,36,31,29
City 3,24-04-2022,18-04-2022,28,23,5,3,3,3
City 3,24-04-2022,18-04-2022,365,346,124,88,76,70
City 3,24-04-2022,18-04-2022,164,155,64,50,44,39
City 3,25-04-2022,25-04-2022,14,14,3,1,1,3
City 3,25-04-2022,25-04-2022,261,248,88,61,59,44
City 3,25-04-2022,25-04-2022,285,271,49,39,33,28
City 3,26-04-2022,25-04-2022,13,13,9,10,8,7
City 3,26-04-2022,25-04-2022,338,317,109,79,77,51
City 3,26-04-2022,25-04-2022,320,304,40,25,23,25
City 3,27-04-2022,25-04-2022,26,22,5,5,6,3
City 3,27-04-2022,25-04-2022,303,299,101,66,55,52
City 3,27-04-2022,25-04-2022,282,272,63,37,30,27
City 3,28-04-2022,25-04-2022,55,53,2,2,2,2
City 3,28-04-2022,25-04-2022,340,325,84,56,56,56
City 3,28-04-2022,25-04-2022,193,183,48,39,31,29
City 3,29-04-2022,25-04-2022,32,32,10,8,8,7
City 3,29-04-2022,25-04-2022,295,278,86,65,64,53
City 3,29-04-2022,25-04-2022,340,330,61,44,42,30
City 3,30-04-2022,25-04-2022,39,37,6,7,5,7
City 3,30-04-2022,25-04-2022,402,380,112,81,77,63
City 3,30-04-2022,25-04-2022,198,193,70,46,37,33
City 3,1/5/22,25-04-2022,46,45,22,22,18,12
City 3,1/5/22,25-04-2022,361,346,135,92,91,95
City 3,1/5/22,25-04-2022,153,132,82,64,56,51
City 3,2/5/22,2/5/22,43,39,15,14,13,7
City 3,2/5/22,2/5/22,301,286,104,74,65,44
City 3,2/5/22,2/5/22,236,235,71,51,47,32
City 3,3/5/22,2/5/22,23,21,6,6,4,7
City 3,3/5/22,2/5/22,372,338,96,72,67,63
City 3,3/5/22,2/5/22,242,236,57,44,36,32
City 3,4/5/22,2/5/22,31,29,9,8,7,4
City 3,4/5/22,2/5/22,329,316,89,62,57,52
City 3,4/5/22,2/5/22,182,190,64,40,32,23
City 3,5/5/22,2/5/22,48,45,8,7,8,7
City 3,5/5/22,2/5/22,353,328,123,92,73,62
City 3,5/5/22,2/5/22,251,243,54,47,42,42
City 3,6/5/22,2/5/22,84,79,8,7,3,5
City 3,6/5/22,2/5/22,463,456,101,70,62,61
City 3,6/5/22,2/5/22,235,231,45,30,20,26
City 3,7/5/22,2/5/22,69,67,12,11,11,10
City 3,7/5/22,2/5/22,455,429,103,81,68,67
City 3,7/5/22,2/5/22,221,202,56,42,32,30
City 3,8/5/22,2/5/22,64,62,15,16,16,13
City 3,8/5/22,2/5/22,321,305,93,75,68,62
City 3,8/5/22,2/5/22,239,235,63,47,46,50
City 3,9/5/22,9/5/22,53,50,15,14,14,10
City 3,9/5/22,9/5/22,321,312,82,57,42,52
City 3,9/5/22,9/5/22,148,144,44,32,27,23
City 3,10/5/22,9/5/22,86,82,14,14,14,14
City 3,10/5/22,9/5/22,473,442,82,47,48,36
City 3,10/5/22,9/5/22,166,167,55,42,32,28
City 3,11/5/22,9/5/22,58,58,13,12,11,15
City 3,11/5/22,9/5/22,426,423,78,41,40,46
City 3,11/5/22,9/5/22,184,176,45,31,30,30
City 3,12/5/22,9/5/22,71,68,19,18,17,14
City 3,12/5/22,9/5/22,384,374,70,47,52,41
City 3,12/5/22,9/5/22,155,148,28,22,19,17
City 3,13-05-2022,9/5/22,79,72,13,13,12,7
City 3,13-05-2022,9/5/22,443,437,57,38,35,27
City 3,13-05-2022,9/5/22,174,166,48,27,24,24
City 3,14-05-2022,9/5/22,65,63,16,16,17,10
City 3,14-05-2022,9/5/22,388,366,85,59,57,51
City 3,14-05-2022,9/5/22,126,126,49,40,36,38
City 3,15-05-2022,9/5/22,206,203,12,12,10,17
City 3,15-05-2022,9/5/22,519,499,94,62,57,47
City 3,15-05-2022,9/5/22,119,122,45,39,33,35
City 3,16-05-2022,16-05-2022,33,32,14,14,11,13
City 3,16-05-2022,16-05-2022,352,346,59,36,34,40
City 3,16-05-2022,16-05-2022,105,104,29,24,21,18
City 3,17-05-2022,16-05-2022,55,52,17,18,19,12
City 3,17-05-2022,16-05-2022,437,432,68,50,50,39
City 3,17-05-2022,16-05-2022,77,71,36,24,23,18
City 3,18-05-2022,16-05-2022,57,56,25,23,19,11
City 3,18-05-2022,16-05-2022,515,487,76,52,44,45
City 3,18-05-2022,16-05-2022,196,179,44,37,29,28
City 3,19-05-2022,16-05-2022,83,80,15,14,16,20
City 3,19-05-2022,16-05-2022,326,301,55,37,35,32
City 3,19-05-2022,16-05-2022,127,117,35,30,27,26
City 3,20-05-2022,16-05-2022,105,101,14,14,12,10
City 3,20-05-2022,16-05-2022,406,388,74,53,29,25
City 3,20-05-2022,16-05-2022,88,93,41,29,22,17
City 3,21-05-2022,16-05-2022,65,64,29,28,25,19
City 3,21-05-2022,16-05-2022,457,450,76,56,44,30
City 3,21-05-2022,16-05-2022,165,161,45,39,33,26
City 3,22-05-2022,16-05-2022,91,86,24,23,26,26
City 3,22-05-2022,16-05-2022,361,335,76,50,46,52
City 3,22-05-2022,16-05-2022,186,170,43,35,31,33
City 3,23-05-2022,23-05-2022,27,24,8,8,8,4
City 3,23-05-2022,23-05-2022,226,214,58,42,41,21
City 3,23-05-2022,23-05-2022,50,46,23,16,15,12
City 3,24-05-2022,23-05-2022,31,26,19,18,18,16
City 3,24-05-2022,23-05-2022,420,399,67,44,42,39
City 3,24-05-2022,23-05-2022,78,77,58,36,31,21
City 3,25-05-2022,23-05-2022,60,55,18,18,17,16
City 3,25-05-2022,23-05-2022,437,416,69,46,43,41
City 3,25-05-2022,23-05-2022,175,169,54,28,28,22
City 3,26-05-2022,23-05-2022,121,118,16,17,16,13
City 3,26-05-2022,23-05-2022,374,370,61,36,34,36
City 3,26-05-2022,23-05-2022,103,104,43,30,27,22
City 3,27-05-2022,23-05-2022,38,38,16,14,15,14
City 3,27-05-2022,23-05-2022,437,408,65,42,41,26
City 3,27-05-2022,23-05-2022,61,57,36,22,21,34
City 3,28-05-2022,23-05-2022,28,29,19,17,17,16
City 3,28-05-2022,23-05-2022,316,302,75,51,51,49
City 3,28-05-2022,23-05-2022,122,114,77,52,46,35
City 3,29-05-2022,23-05-2022,126,124,15,16,15,18
City 3,29-05-2022,23-05-2022,571,551,76,58,55,51
City 3,29-05-2022,23-05-2022,112,112,67,50,44,44
City 3,30-05-2022,30-05-2022,34,31,7,7,7,8
City 3,30-05-2022,30-05-2022,320,309,58,36,33,26
City 3,30-05-2022,30-05-2022,112,97,65,43,40,29
City 3,31-05-2022,30-05-2022,71,67,14,14,12,3
City 3,31-05-2022,30-05-2022,285,276,75,44,43,26
City 3,31-05-2022,30-05-2022,100,109,72,54,49,43
City 3,1/6/22,30-05-2022,53,51,18,17,15,12
City 3,1/6/22,30-05-2022,310,294,88,62,57,41
City 3,1/6/22,30-05-2022,88,86,62,39,38,33
City 3,2/6/22,30-05-2022,42,37,18,15,13,13
City 3,2/6/22,30-05-2022,306,289,87,57,54,55
City 3,2/6/22,30-05-2022,63,64,50,33,26,31
City 3,3/6/22,30-05-2022,28,25,12,12,13,17
City 3,3/6/22,30-05-2022,227,220,81,48,45,41
City 3,3/6/22,30-05-2022,74,73,43,39,33,30
City 3,4/6/22,30-05-2022,31,27,11,10,9,4
City 3,4/6/22,30-05-2022,264,250,67,48,42,45
City 3,4/6/22,30-05-2022,98,85,76,56,43,37
City 3,5/6/22,30-05-2022,20,19,7,7,7,15
City 3,5/6/22,30-05-2022,281,265,75,52,50,58
City 3,5/6/22,30-05-2022,99,92,70,56,52,50
City 3,6/6/22,6/6/22,42,41,6,5,5,5
City 3,6/6/22,6/6/22,238,229,88,70,56,33
City 3,6/6/22,6/6/22,63,67,48,34,32,25
City 3,7/6/22,6/6/22,28,26,10,9,9,5
City 3,7/6/22,6/6/22,254,230,128,97,84,62
City 3,7/6/22,6/6/22,97,94,55,51,42,41
City 3,8/6/22,6/6/22,15,14,10,9,7,6
City 3,8/6/22,6/6/22,300,297,129,102,82,68
City 3,8/6/22,6/6/22,99,96,66,49,42,39
City 3,9/6/22,6/6/22,26,22,11,11,9,6
City 3,9/6/22,6/6/22,225,208,106,84,79,81
City 3,9/6/22,6/6/22,84,75,54,44,42,32
City 3,10/6/22,6/6/22,22,22,4,4,5,7
City 3,10/6/22,6/6/22,246,229,96,64,58,48
City 3,10/6/22,6/6/22,86,73,63,54,49,44
City 3,11/6/22,6/6/22,19,15,11,9,9,5
City 3,11/6/22,6/6/22,278,252,108,83,80,73
City 3,11/6/22,6/6/22,80,76,64,45,41,44
City 3,12/6/22,6/6/22,59,56,14,12,7,9
City 3,12/6/22,6/6/22,299,279,110,98,92,76
City 3,12/6/22,6/6/22,96,89,66,57,49,46
City 3,13-06-2022,13-06-2022,13,13,9,7,9,9
City 3,13-06-2022,13-06-2022,257,247,82,56,58,47
City 3,13-06-2022,13-06-2022,95,99,74,69,42,23
City 3,14-06-2022,13-06-2022,14,14,4,4,5,6
City 3,14-06-2022,13-06-2022,272,264,115,77,69,68
City 3,14-06-2022,13-06-2022,76,78,49,38,36,44
City 3,15-06-2022,13-06-2022,56,54,4,4,4,3
City 3,15-06-2022,13-06-2022,261,249,84,69,71,59
City 3,15-06-2022,13-06-2022,65,65,55,44,37,36
City 3,16-06-2022,13-06-2022,39,36,15,15,4,3
City 3,16-06-2022,13-06-2022,245,234,85,62,60,40
City 3,16-06-2022,13-06-2022,85,79,61,46,40,37
City 3,17-06-2022,13-06-2022,6,5,4,3,3,3
City 3,17-06-2022,13-06-2022,242,235,94,74,63,55
City 3,17-06-2022,13-06-2022,68,58,49,47,40,34
City 3,18-06-2022,13-06-2022,11,10,5,5,4,3
City 3,18-06-2022,13-06-2022,339,300,105,84,76,73
City 3,18-06-2022,13-06-2022,82,75,58,46,42,39
City 3,19-06-2022,13-06-2022,45,43,12,11,9,7
City 3,19-06-2022,13-06-2022,373,339,105,80,80,105
City 3,19-06-2022,13-06-2022,63,70,42,31,27,36
City 3,20-06-2022,20-06-2022,12,12,4,2,3,3
City 3,20-06-2022,20-06-2022,171,192,95,66,65,54
City 3,20-06-2022,20-06-2022,78,74,53,43,36,30
City 3,21-06-2022,20-06-2022,30,27,8,7,7,6
City 3,21-06-2022,20-06-2022,300,298,100,80,79,63
City 3,21-06-2022,20-06-2022,63,56,45,38,38,33
City 3,22-06-2022,20-06-2022,12,9,7,6,5,7
City 3,22-06-2022,20-06-2022,303,293,107,80,66,53
City 3,22-06-2022,20-06-2022,81,80,54,42,32,32
City 3,23-06-2022,20-06-2022,15,11,10,10,11,7
City 3,23-06-2022,20-06-2022,270,256,83,59,66,59
City 3,23-06-2022,20-06-2022,83,78,61,47,42,34
City 3,24-06-2022,20-06-2022,20,20,7,5,5,4
City 3,24-06-2022,20-06-2022,263,252,91,60,57,53
City 3,24-06-2022,20-06-2022,81,71,55,43,32,32
City 3,25-06-2022,20-06-2022,17,16,9,6,6,10
City 3,25-06-2022,20-06-2022,321,295,119,83,76,58
City 3,25-06-2022,20-06-2022,88,77,61,48,48,41
City 3,26-06-2022,20-06-2022,61,58,11,13,12,10
City 3,26-06-2022,20-06-2022,281,271,95,78,75,92
City 3,26-06-2022,20-06-2022,71,79,59,48,39,42
City 3,27-06-2022,27-06-2022,22,22,13,11,10,7
City 3,27-06-2022,27-06-2022,219,211,103,84,63,51
City 3,27-06-2022,27-06-2022,77,71,58,44,43,36
City 3,28-06-2022,27-06-2022,26,26,9,10,11,9
City 3,28-06-2022,27-06-2022,243,226,90,63,70,57
City 3,28-06-2022,27-06-2022,50,54,38,24,24,28
City 3,29-06-2022,27-06-2022,23,23,14,13,12,12
City 3,29-06-2022,27-06-2022,299,279,111,81,76,59
City 3,29-06-2022,27-06-2022,63,57,43,33,27,20
City 3,30-06-2022,27-06-2022,13,13,8,8,7,4
City 3,30-06-2022,27-06-2022,178,161,76,57,54,40
City 3,30-06-2022,27-06-2022,78,60,51,38,37,21
City 3,1/7/22,27-06-2022,22,21,17,17,15,13
City 3,1/7/22,27-06-2022,283,267,105,85,69,60
City 3,1/7/22,27-06-2022,91,79,64,48,45,39
City 3,2/7/22,27-06-2022,54,52,22,18,12,11
City 3,2/7/22,27-06-2022,285,256,104,76,70,55
City 3,2/7/22,27-06-2022,98,75,61,47,41,40
City 3,3/7/22,27-06-2022,21,19,17,14,15,12
City 3,3/7/22,27-06-2022,296,283,130,98,96,94
City 3,3/7/22,27-06-2022,117,104,89,78,61,58
City 3,4/7/22,4/7/22,10,9,7,8,8,12
City 3,4/7/22,4/7/22,226,227,105,77,74,64
City 3,4/7/22,4/7/22,106,110,89,64,52,39
City 3,5/7/22,4/7/22,16,16,13,11,11,7
City 3,5/7/22,4/7/22,251,241,97,58,50,47
City 3,5/7/22,4/7/22,87,98,68,48,49,47
City 3,6/7/22,4/7/22,29,27,14,13,9,10
City 3,6/7/22,4/7/22,209,199,109,96,70,55
City 3,6/7/22,4/7/22,76,89,63,50,44,44
City 3,7/7/22,4/7/22,14,12,8,8,8,10
City 3,7/7/22,4/7/22,205,191,95,65,66,69
City 3,7/7/22,4/7/22,90,75,63,47,42,38
City 3,8/7/22,4/7/22,16,16,9,9,9,8
City 3,8/7/22,4/7/22,217,212,88,64,56,46
City 3,8/7/22,4/7/22,73,68,54,40,38,33
City 3,9/7/22,4/7/22,25,24,11,11,11,13
City 3,9/7/22,4/7/22,225,226,129,83,82,74
City 3,9/7/22,4/7/22,117,108,98,74,59,56
City 3,10/7/22,4/7/22,31,27,19,18,17,11
City 3,10/7/22,4/7/22,254,231,113,83,81,76
City 3,10/7/22,4/7/22,91,84,73,59,56,56
City 3,11/7/22,11/7/22,61,59,7,6,6,7
City 3,11/7/22,11/7/22,184,195,116,78,64,70
City 3,11/7/22,11/7/22,79,83,66,57,45,34
City 3,12/7/22,11/7/22,24,23,12,12,8,7
City 3,12/7/22,11/7/22,265,256,109,76,68,61
City 3,12/7/22,11/7/22,102,84,58,57,42,43
City 3,13-07-2022,11/7/22,20,20,12,12,11,8
City 3,13-07-2022,11/7/22,270,259,118,92,75,61
City 3,13-07-2022,11/7/22,96,84,64,51,42,36
City 3,14-07-2022,11/7/22,33,32,14,14,14,13
City 3,14-07-2022,11/7/22,241,229,122,99,69,58
City 3,14-07-2022,11/7/22,105,93,75,56,46,37
City 3,15-07-2022,11/7/22,17,15,13,12,13,15
City 3,15-07-2022,11/7/22,216,189,103,93,82,63
City 3,15-07-2022,11/7/22,81,74,63,54,46,32
City 3,16-07-2022,11/7/22,9,8,7,7,5,3
City 3,16-07-2022,11/7/22,219,204,114,74,70,41
City 3,16-07-2022,11/7/22,116,106,64,50,46,39
City 3,17-07-2022,11/7/22,15,15,15,15,15,12
City 3,17-07-2022,11/7/22,250,220,130,100,90,91
City 3,17-07-2022,11/7/22,100,92,67,54,43,48
City 3,18-07-2022,18-07-2022,8,8,9,9,9,12
City 3,18-07-2022,18-07-2022,201,185,104,79,75,54
City 3,18-07-2022,18-07-2022,56,52,44,36,29,30
City 3,19-07-2022,18-07-2022,17,17,5,4,3,6
City 3,19-07-2022,18-07-2022,228,216,101,84,83,71
City 3,19-07-2022,18-07-2022,84,78,60,49,48,44
City 3,20-07-2022,18-07-2022,13,14,13,13,13,6
City 3,20-07-2022,18-07-2022,151,153,85,70,60,51
City 3,20-07-2022,18-07-2022,72,70,51,32,32,17
City 3,21-07-2022,18-07-2022,21,19,6,6,6,6
City 3,21-07-2022,18-07-2022,218,199,93,60,61,62
City 3,21-07-2022,18-07-2022,95,89,65,56,49,44
City 3,22-07-2022,18-07-2022,26,24,3,3,3,7
City 3,22-07-2022,18-07-2022,181,170,89,63,58,55
City 3,22-07-2022,18-07-2022,58,67,53,36,35,29
City 3,23-07-2022,18-07-2022,21,16,13,12,10,7
City 3,23-07-2022,18-07-2022,208,193,84,65,67,60
City 3,23-07-2022,18-07-2022,92,91,64,48,35,40
City 3,24-07-2022,18-07-2022,24,21,19,19,17,13
City 3,24-07-2022,18-07-2022,230,215,133,101,90,86
City 3,24-07-2022,18-07-2022,96,78,64,50,47,37
City 3,25-07-2022,25-07-2022,18,14,12,10,10,10
City 3,25-07-2022,25-07-2022,150,136,76,60,62,49
City 3,25-07-2022,25-07-2022,89,79,61,46,37,32
City 3,26-07-2022,25-07-2022,16,12,11,11,12,9
City 3,26-07-2022,25-07-2022,175,174,95,61,59,47
City 3,26-07-2022,25-07-2022,70,53,47,32,27,27
City 3,27-07-2022,25-07-2022,55,54,40,35,9,6
City 3,27-07-2022,25-07-2022,213,210,86,62,54,54
City 3,27-07-2022,25-07-2022,75,84,57,50,40,38
City 3,28-07-2022,25-07-2022,26,25,19,18,17,13
City 3,28-07-2022,25-07-2022,149,151,87,48,50,42
City 3,28-07-2022,25-07-2022,73,74,53,46,41,33
City 3,29-07-2022,25-07-2022,19,16,11,11,10,8
City 3,29-07-2022,25-07-2022,158,144,77,66,59,44
City 3,29-07-2022,25-07-2022,77,76,58,42,37,21
City 3,30-07-2022,25-07-2022,23,19,11,11,13,15
City 3,30-07-2022,25-07-2022,212,185,123,90,83,68
City 3,30-07-2022,25-07-2022,122,103,82,64,55,47
City 3,31-07-2022,25-07-2022,22,19,16,15,14,12
City 3,31-07-2022,25-07-2022,239,228,155,104,105,84
City 3,31-07-2022,25-07-2022,132,103,86,71,66,75
City 3,1/8/22,1/8/22,23,22,16,17,16,11
City 3,1/8/22,1/8/22,160,148,102,77,74,64
City 3,1/8/22,1/8/22,130,98,84,70,58,51
City 3,2/8/22,1/8/22,19,20,11,9,8,14
City 3,2/8/22,1/8/22,165,155,97,71,72,62
City 3,2/8/22,1/8/22,125,103,82,64,52,44
City 3,3/8/22,1/8/22,24,18,16,15,13,16
City 3,3/8/22,1/8/22,203,203,113,79,73,65
City 3,3/8/22,1/8/22,87,101,62,48,40,40
City 3,4/8/22,1/8/22,40,36,10,11,9,7
City 3,4/8/22,1/8/22,212,199,98,66,64,69
City 3,4/8/22,1/8/22,85,83,55,45,41,43
City 3,5/8/22,1/8/22,19,20,8,7,6,7
City 3,5/8/22,1/8/22,194,181,106,82,70,57
City 3,5/8/22,1/8/22,88,92,58,41,30,31
City 3,6/8/22,1/8/22,21,21,11,11,13,8
City 3,6/8/22,1/8/22,188,170,100,78,68,58
City 3,6/8/22,1/8/22,104,94,68,51,50,44
City 3,7/8/22,1/8/22,8,8,8,8,5,7
City 3,7/8/22,1/8/22,252,225,108,74,70,60
City 3,7/8/22,1/8/22,100,91,54,42,41,41
City 3,8/8/22,8/8/22,29,24,22,22,18,16
City 3,8/8/22,8/8/22,223,232,126,87,74,71
City 3,8/8/22,8/8/22,99,98,56,52,43,30
City 3,9/8/22,8/8/22,38,36,25,24,13,12
City 3,9/8/22,8/8/22,198,172,120,83,87,62
City 3,9/8/22,8/8/22,102,101,78,47,41,35
City 3,10/8/22,8/8/22,5,5,6,5,7,11
City 3,10/8/22,8/8/22,187,200,92,67,60,80
City 3,10/8/22,8/8/22,74,71,45,39,36,40
